_id,body,rating.authoritative,rating.threatening,rating.rewarding,rating.unnatural,rating.emotional,rating.provoking,rating.timesensitive,rating.imperative
64e394aa5c0aa5be4e141c8c,"URL: http://boingboing.net/#85534626\nDate: Not suppliedAfter discovering an open wireless net available from his sofa, Steven \n""Hackers"" Levy interviewed lawmen, academics and WiFi activists about the \nlegality and ethics of using open wireless access points.     I downloaded my mail and checked media news on the Web. When I confessed \n    this to FBI agent Bill Shore, he spared the handcuffs. ""The FBI wouldn't \n    waste resources on that,"" he sniffed. Now I know that if it did, it would \n    be hard to argue that I broke a law. What's more, I certainly didn't feel \n    illegal. Becauseï¿½and this is the point of all that war-driving and \n    -chalking and node-stumblingï¿½when you get used to wireless, the experience \n    feels more and more like a God-given right. One day we may breathe \n    bandwidth like oxygenï¿½and arguing its illegality will be unthinkable.  Link[1] Discuss[2] (_Thanks, Steven[3]!_)[1] http://www.msnbc.com/news/816606.asp\n[2] http://www.quicktopic.com/boing/H/f5ZpuJU5975K\n[3] http://www.echonyc.com/~steven/\n",0,0,0,0,0,0,0,0
64e394aa5c0aa5be4e141c8d,"use Perl Daily NewsletterIn this issue:\n    * Last Call for Papers for YAPC::Europe::2002\n    * Perl 5.8.0 Released\n    * Parrot 0.0.7 Released+--------------------------------------------------------------------+\n| Last Call for Papers for YAPC::Europe::2002                        |\n|   posted by pudge on Friday July 19, @03:30 (yapce)                |\n|   http://use.perl.org/article.pl?sid=02/07/18/1430255              |\n+--------------------------------------------------------------------+[0]Richard Foley writes ""Share your 'pe[a]rls of wisdom' with the Perl\ncommunity: attendees from all around the world, gurus and geeks alike,\nwill converge on Munich for [0]YAPC::Europe Sept. 18-20 to listen to the\ntalks and tutorials presented at this gathering of minds. This year's\ntheme is 'The Science of Perl', which means that we would really like to\nhear about suggestions for talks, projects, experiences which involve\nboth perl and science. This should not be regarded as a restriction, more\nas a 'nice to have' :-) Proposals may be submitted between January 1st\n2002 and July 30th 2002.""Discuss this story at:\n    http://use.perl.org/comments.pl?sid=02/07/18/1430255Links:\n    0. http://www.yapc.org/Europe/\n+--------------------------------------------------------------------+\n| Perl 5.8.0 Released                                                |\n|   posted by hfb on Friday July 19, @09:29 (releases)               |\n|   http://use.perl.org/article.pl?sid=02/07/19/038259               |\n+--------------------------------------------------------------------+[0]jhi writes ""After more than two long years of hard work, the\nperl5-porters is proud to announce Perl 5.8.0. The most important new\nfeatures are enhanced Unicode and threads support, and the new I/O\nsubsystem called PerlIO, but there are lots of new goodies, not to\nmention bazillion bug fixes.The full [1]announcement is available, and you can read [2]what is new in\n5.8.0, and if you like what you see, start [3]installing.Since this release has extensive support for non-Latin scripts, we also\ntranslated the announcement to [4]Traditional Chinese (Big5-ETEN),\n[5]Simplified Chinese (EUC-CN or GB2312), [6]Japanese (EUC-JP), and\n[7]Korean (EUC-KR) (by Autrijus Tang, Dan Kogai, and Jungshik Shin).[8]ftp://ftp.cpan.org/pub/CPAN/src/perl-5.8.0.tar.gz is the main URL to\nuse, but of course any CPAN mirror will do once they catch up.Share and Enjoy!-- Jarkko Hietaniemi, on behalf of the Perl5 Porters""Discuss this story at:\n    http://use.perl.org/comments.pl?sid=02/07/19/038259Links:\n    0. mailto:jhi@iki.fi\n    1. http://dev.perl.org/perl5/news/2002/07/18/580ann/\n    2. http://dev.perl.org/perl5/news/2002/07/18/580ann/perldelta.pod\n    3. http://dev.perl.org/perl5/news/2002/07/18/580ann/INSTALL\n    4. http://dev.perl.org/perl5/news/2002/07/18/580ann/p580ann.txt.big5-tw\n    5. http://dev.perl.org/perl5/news/2002/07/18/580ann/p580ann.txt.euc-cn\n    6. http://dev.perl.org/perl5/news/2002/07/18/580ann/p580ann.txt.euc-jp\n    7. http://dev.perl.org/perl5/news/2002/07/18/580ann/p580ann.txt.euc-kr\n    8. ftp://ftp.cpan.org/pub/CPAN/src/perl-5.8.0.tar.gz\n+--------------------------------------------------------------------+\n| Parrot 0.0.7 Released                                              |\n|   posted by pudge on Friday July 19, @13:40 (parrot)               |\n|   http://use.perl.org/article.pl?sid=02/07/19/1346238              |\n+--------------------------------------------------------------------+[0]DrForr blesses us with version 0.0.7 of Parrot, including Perl 6\ngrammar and a small, but functional, compiler. Full announcement is\nbelow.This story continues at:\n    http://use.perl.org/article.pl?sid=02/07/19/1346238Discuss this story at:\n    http://use.perl.org/comments.pl?sid=02/07/19/1346238Links:\n    0. mailto:jgoff@perl.orgCopyright 1997-2002 pudge.  All rights reserved.\n======================================================================You have received this message because you subscribed to it\non use Perl.  To stop receiving this and other\nmessages from use Perl, or to add more messages\nor change your preferences, please go to your user page.	http://use.perl.org/my/messages/You can log in and change your preferences from there.\n",0,0,0,0,0,0,0,0
64e394aa5c0aa5be4e141c8e,"Wanna see sexually curious teens playing with each other?http://www.site-personals.com <-- click here=)me and my horny girlfriends are waiting for you... we are probably eating each other out on webcam in our dormitory as ur reading this! (inbetween classes of course *wink*)see you soon baby,\n-Veronica\nmcmfkhcpedgetqj",0,0,0,0,0,0,0,1
64e394aa5c0aa5be4e141c8f,"On Tue, Oct 08, 2002 at 04:36:13PM +0200, Matthias Saou wrote:\n> Two new things today :\n> \n> 1) I've had to install a Red Hat Linux 6.2 server because of an old\n> proprietary IVR software that doesn't work on newer releases :-( So\n> I've recompiled both the latest apt and openssh packages for it, and\n> they are now available with a complete ""os, updates & freshrpms"" apt\n> repository at apt.freshrpms.net, for those who might be interested.Oh, neat.I have similiar thing in my hands, though it might be migratable if I\nhad the time to try. I've been using another 6.x repository though.\nhttp://apt-rpm.tuxfamily.org/aptAnyone tried (dist-)upgrade from 6.x to 7? Theoretically it should drop\nin some -compat's (notably libc) and upgrade the rest and after a reboot\nand maybe a new kernel (and grub, but I have long before put those to\nv6's :) run just fine. Haven't had a spare machine to try it on myself,\nthough._______________________________________________\nRPM-List mailing list \nhttp://lists.freshrpms.net/mailman/listinfo/rpm-list\n",0,0,0,0,0,0,0,0
64e394aa5c0aa5be4e141c90,"--- In forteana@y..., ""Martin Adamson""  wrote:\n> For an alternative, and rather more factually based, rundown on \nHamza's \n> career, including his belief that all non Muslims in Yemen should \nbe murdered \n> outright:\n> \n> http://memri.org/bin/articles.cgi?Page=archives&Area=ia&ID=IA7201And we know how unbiased MEMRI is, don't we....http://www.guardian.co.uk/elsewhere/journalist/story/0,7792,773258,00.\nhtmlRob\n------------------------ Yahoo! Groups Sponsor ---------------------~-->\n4 DVDs Free +s&p Join Now\nhttp://us.click.yahoo.com/pt6YBB/NXiEAA/MVfIAA/7gSolB/TM\n---------------------------------------------------------------------~->To unsubscribe from this group, send an email to:\nforteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",0,0,0,0,0,0,0,0
64e394aa5c0aa5be4e141c91,"\nHave you ever wondered how the hell these petite Asian girls,\nwith their tiny little Asian holes, can accommodate such huge\nhard cocks? Oh, but they can expand, can't they!!!? Have you\nseen them spread their petite little legs wide open, exposing\ntheir tiny little wet holes? Doesn't that just make you want\nto ram your big, throbbing cock in? Well, click on the link\nbelow and jam that big cock of yours in these little Asian\nholes NOW!\nhttp://asian-sexfest.com?sp=ten_self&stref=REFa101688i000001\nNo more mail:\nhttp://203.31.88.12/bye.html\n",0,0,0,0,0,0,1,1
64e394aa5c0aa5be4e141c92,"At 12:05 PM 10/4/28 -0400, Stephen D. Williams wrote:>Date: Wed, 04 Oct 2028 12:05:01 -0400\n>\n>I actually thought of this kind of active chat at AOL (in 1996 I think), \n>bringing up ads based on what was being discussed and other features.  For \n>a while, the VP of dev. (now still CTO I think) was really hot on the idea \n>and they discussed patenting it.  Then they lost interest.  Probably a \n>good thing.[note date: header]Can I borrow your time machine, pretty please?Udhay-- \n((Udhay Shankar N)) ((udhay @ pobox.com)) ((www.digeratus.com))\n",0,0,0,0,0,0,0,0
64e394aa5c0aa5be4e141c93,"http://www.hughes-family.org/bugzilla/show_bug.cgi?id=804jm@jmason.org changed:           What    |Removed                     |Added\n----------------------------------------------------------------------------\n             Status|NEW                         |RESOLVED\n         Resolution|                            |FIXED------- Additional Comments From jm@jmason.org  2002-09-02 14:58 -------\nok, now in.------- You are receiving this mail because: -------\nYou are the assignee for the bug, or are watching the assignee.\n-------------------------------------------------------\nThis sf.net email is sponsored by: OSDN - Tired of that same old\ncell phone?  Get a new here for FREE!\nhttps://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390\n_______________________________________________\nSpamassassin-devel mailing list\nSpamassassin-devel@lists.sourceforge.net\nhttps://lists.sourceforge.net/lists/listinfo/spamassassin-devel",0,0,0,0,0,0,0,0
64e394aa5c0aa5be4e141c94,"Is it possible to use new apt to do (null) to RH8 upgrade?Even if it's possible, are there good reasons why maybe I should not do it and\njust use the RH iso's (I don't think RH8 will upgrade from (null), maybe up2date\nwill)?--\nThat's ""angle"" as in geometry._______________________________________________\nRPM-List mailing list \nhttp://lists.freshrpms.net/mailman/listinfo/rpm-list\n",0,0,0,0,0,0,0,0
64e394aa5c0aa5be4e141c95,"On Tue, 2002-07-30 at 19:53, Harri Haataja wrote:> > > Another thing I see in debian but not in my RH boxen.\n> > > http://falconseye.sourceforge.net/\n> > > It's a GL(?) interface to nethack :)> > Take a look at , I have RPMs for RH7.3\n> > there, based on (and compatible with) the NH3.x that last appeared in\n> > RH7.1 powertools.  apt'able, of course :)\n> \n> And Text-Iconv too, nice :)\n> \n> Gpg key is nowhere in sight though even while vendors.list lists key\n> id's.Oops, fixed (in /apt/vs.key.asc).  Thanks for pointing that out.-- \n\/ille SkyttÃ¤\nville.skytta at iki.fi\n_______________________________________________\nRPM-List mailing list \nhttp://lists.freshrpms.net/mailman/listinfo/rpm-list\n",0,0,0,0,0,0,0,0
64e394aa5c0aa5be4e141c96,"When a settler goes postal and kills some Palestinians they are treated\nas a criminal, not celebrated in word and song.But you knew that.When a Palestinian sets out, to great rejoicing, to attempt to target\nchildren with a homicide-bomb, they are careful to dip the shrapnel in\nrat poison.  It helps prevent blood clotting in the victims, you see.I'm sure all those Jewish homicide-bombers do the same.  Oh wait, there\naren't any.If the Palestinians are driven completely out, either by expulsion or\ndeath, they will have nobody to blame but themselves.  That won't stop\nthem or you from pretending otherwise.\n> From: fork-admin@xent.com [mailto:fork-admin@xent.com] On Behalf Of\nOwen\n> Byrne\n> I'm sure the plan is that it will be renamed for the settler who kills\n> the last Palestinian in a few years.\n> \n> Owen\n> ",0,0,0,0,0,0,0,0
64e394aa5c0aa5be4e141c97,"\nÂ Â \nDear \n                        Homeowner,\nÂ \n*6.25% 30 Yr Fixed Rate \n                        Mortgage\nInterest \n                        rates are at their lowest point in 40 years! We help you \n                        find the best rate for your situation by matching your \n                        needs with hundreds of lenders! Home Improvement, \n                        Refinance, Second Mortgage, Home Equity \n                        Loans, and More! Even with less than perfect credit! \n                        Click Here for a Free \n                        Quote! \nLock In YOUR LOW FIXED RATE TODAYaNO COST \n                          OUT OF POCKET\naNO \n                          OBLIGATION\naFREE \n                          CONSULTATION\naALL \n                          CREDIT GRADES ACCEPTED \nRates as \n                        low as 6.25% won't stay this low forever CLICK \n                        HERE\nÂ \n* based on \n                        mortgage rate as of 5-15-02 as low as 6.25% see lender \n                        for detailsÂ HApply now and one of our lending partners \n                              will get back to you within 48 \n                              hours.CLICK \n                            HERE!\ncomplete name removing system at website.\n371812976544333222\n",0,0,1,1,0,0,0,0
64e394aa5c0aa5be4e141c98,"Once upon a time, Ville wrote :> Ok, some more nits: alsa-xmms doesn't work if I don't have\n> alsa-lib-devel installed, but xmms dies on startup telling me:\n> \n>    Cannot load alsa library: libasound.so: cannot open shared object\n>    file: No such file or directory\n> \n> libasound.so is part of alsa-lib-devel... if I install it, the ALSA XMMS\n> output plugins works fine.OK, will fix :-)> I can't install the xine stuff, because xine-libs needs libGLcore.so.1,\n> which I can't find anywhere (NVidia stuff?  I have Radeon 7500...)Argh, got bitten again! :-(\nWill fix too...Thanks a lot for pointing these out!\nMatthias-- \nMatthias Saou                                World Trade Center\n-------------                                Edificio Norte 4 Planta\nSystem and Network Engineer                  08039 Barcelona, Spain\nElectronic Group Interactive                 Phone : +34 936 00 23 23_______________________________________________\nRPM-List mailing list \nhttp://lists.freshrpms.net/mailman/listinfo/rpm-list",0,0,0,0,0,0,0,0
64e394aa5c0aa5be4e141c99,"URL: http://www.newsisfree.com/click/-0,8597657,215/\nDate: 2002-10-06T02:27:58+01:00*Net news:* A devastating new computer virus is causing havoc around the world \nas it crashes computers, distributes confidential e-mails and steals credit \ncard details.\n",0,0,0,0,0,0,0,0
64e394aa5c0aa5be4e141c9a,empty,0,0,0,0,0,0,0,0
64e394aa5c0aa5be4e141c9b,"URL: http://boingboing.net/#85515860\nDate: Not suppliedRob ""Pringles Can"" Flickenger and others Cliff Skolnik at the O'Reilly OS X con \nhas tracked down the cause of the annoying flakiness in the wireless network \nhere -- every 20 or 30 seconds, you start getting ""connection refused"" messages \nfrom your browser and other net-utilities. Rob ""Pringles Can"" Flickenger wrote \nit up. It turns out that running the great network-spy app Etherpeg[1] (or other \n""promiscuous"" network sniffers) and the built-in firewall in OS X at the same \ntime causes your computer to begin intercepting every packet sent out on your \nsegment of the wireless network and respond to it with a ""rejected"" message. So today, Rob (and everyone else who knows about this) is going to run around \nand tell people running Etherpeg to _turn off the firewall_ (and vice-versa). \nAh, fickle networking, you are such a stern mistress! Link[2] Discuss[3] (_\nThanks, Rob!_)[1] http://www.oreillynet.com/pub/wlg/1414\n[2] http://www.oreillynet.com/pub/wlg/2086\n[3] http://www.quicktopic.com/boing/H/bfYib9hETQSA\n",0,0,0,0,0,0,0,0
64e394aa5c0aa5be4e141c9c,"I'm fairly confused here, with Procmail. \nI know this isn't a procmail list per-se; feel free to answer my questions in \nprivate email to r_gilmanhunt@hotp.com.  I've looked for web-stuff to answer this question but I can't find anything \nspecific on this scenario.Here's the situation. \nI have a global /etc/procmailrc file. It works, and when I insert stuff into \nit for logging (LOGFILE=/root/procmail.log, VERBOSE=yeah. LOGABSTRACT=all) it \nshows up where I expect it to (the log in /root/procmail.log)  At the end of \nthis file, I use \n :0fw\n | spamc\nto call spamassassin.Also in it is a carboncopy recipe (yes, I know, it's one of the evils we do \nfor our corporate masters)  (at the top) (to their credit, I am instructed \nthat they are not interested in the actual contents, but are concerned about \nfuture lawsuits and their culpability, so they want a record made. Discussion \non this point is immaterial)\n:0\n  * ? test -d $ARCHIVEDIR/$DATEDIR || mkdir -p --mode=750 $ARCHIVEDIR/$DATEDIR\n  { }\n:0 c\n $SAVEATI have several users where I forward certain spams to /dev/null  . . .their \nprocmailrc file (/home/$user/.procmailrc) looks like this:\n:0\n  * ^From: .*spermfun.com\n  /dev/nullNow I've got a person who needs a copy of her inbound emails sent to another \nemail address (outside the company), so I've got this recipe in her \n/home/$user/.procmailrc file:\n:0 c\n  !user@domain.tldIt almost looks like procmail's not running a user's copy recipe after a \nglobal copy recipe, except that I can replace that user's one with \n:0 \n * ^Subject: .*test\n  procmail.holder\nand get the same result.The result, to put it succinctly, is ""nothing"". No forwards go out, no files \nare made, if I try to log information, no logs are set up. I've modified the \nuser/group and permissions to match known-working recipes (the spermfun \nexample above) and still nothing.  However, I can redirect those other \nmessages.  In other words- just this user's procmailrc file is not working- \nother users have no problems.Any suggestions would be helpful :) -Russ\n-------------------------------------------------------\nThis sf.net email is sponsored by: OSDN - Tired of that same old\ncell phone?  Get a new here for FREE!\nhttps://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390\n_______________________________________________\nSpamassassin-talk mailing list\nSpamassassin-talk@lists.sourceforge.net\nhttps://lists.sourceforge.net/lists/listinfo/spamassassin-talk",0,0,0,0,0,0,0,0
64e394aa5c0aa5be4e141c9d,"John Hall wrote:>>From: Stephen D. Williams [mailto:swilliams@hpti.com]\n>>    \n>>\n>>Bush's reluctance to blast blind obeyance of religion as taught by\n>>\n>your\n>  \n>\n>>local madrassa or KKK leader, apparently because he is fully involved\n>>with the general effort to expand unfettered religiosity as the\n>>    \n>>\n>solution \n>\n>>to the world's ills, is disappointing.  He has spoke against madrassa,\n>>but what I heard sounded lame and carefully crafted to shield religion\n>>in general from scrutiny.\n>>    \n>>\n>\n>1. Which religion and how it is currently being expressed matters.\n>\nA)  Which religion is it that can claim no foul actions in its past? \n Certainly not Christianity, Islam, etc.\nB) ""How it is currently being expressed"" amounts to a tacit \nacknowledgement that the sophistication of the society involved and \npeople's self-limiting reasonableness are important to avoid primitive \nexpression.  This leads to the point that religion and less \nsophisticated societies are a dangerous mix.  It also tends to invoke \nthe image of extremes that might occur without diligent maintenance of \nsociety.\nC) Many splinter Christianity religions have 'clean hands' but they also \naren't 'found in the wild'.(By ""primitive expression"", I don't mean to slight any society, but that \nthere is some chronic evidence of irrational mob actions and uncivilized \nbehavior (killing infants, women to break religious blue laws, etc.). \n The US has only really been mostly free of ""primitive expression"" for \n40-50 years, although large categories, including serious religious \nconflict, were settled quite a while ago.)D) The Northern Ireland Protestant vs. Catholic feud, recently more or \nless concluded, is not completely unlike this kind of friction generated \nby splitting society too much along religious lines.  One Post article \npointed out that the problem basically stemmed from the vertical \nintegration of areas along religious lines all the way to schools, \ngovernment, political party, etc.  (Of course both cases have a heritage \nof British conquest, but who doesn't?)(I couldn't find the article I remember, but here are a couple of others:)\nhttp://www.washingtonpost.com/ac2/wp-dyn?pagename=article&node=&contentId=A33761-2001Jul8&notFound=true\nhttp://www.washingtonpost.com/ac2/wp-dyn?pagename=article&node=&contentId=A15956-2002Jul16&notFound=true'Northern Ireland is a British province of green valleys and \ncloud-covered hills whose 1.6 million people are politically and \nreligiously divided. About 54 percent of the population is Protestant, \nand most Protestants are unionists who want the province to remain part \nof Britain. The Roman Catholic minority is predominantly republican, or \nnationalist; they want to merge with the Republic of Ireland to the south.\nIn 1968, Catholic leaders launched a civil rights drive modeled on the \nRev. Martin Luther King Jr.'s campaign in the American South. But \nviolence quickly broke out, with ancient religious animosities fueling \nthe political argument. Armed paramilitary groups sprung up on both \nsides. Police records and historians agree that the most lethal group by \nfar was the IRA, fighting on the Catholic side with a goal of a united \nIrelandThe provincial police force estimates that about 3,600 people were \nkilled during the 30-year conflict known, with characteristic Northern \nIreland understatement, as ""The Troubles.""'>2. The US is trying to avoid making war on the Muslim religion.\n>\nThat's fine, as it would be an inappropriate concentration.  It would be \ndifficult to address the issues raised here in a clean way.  I'd be \nhappy with an acknowledgement that the connection is there.>3. US Leadership remains reflexively multi-cultural.\n>\nThis is ok to a point, as long as it doesn't shy away from logical, \nobjective analysis of when a society could be seriously improved in \ncertain ways.>>We all have\n>>disagreements, but at some point it becomes a crime against humanity.\n>>    \n>>\n>\n>I didn't say burning the train was a good thing.  I said I understood it\n>wasn't a spontaneous attack on people who had done no wrong.\n>True, although I don't think you were as clear originally.  :-)sdw",0,0,0,0,1,0,0,0
